content,fecha_publicacion
"@XochitlGalvez Jaja moralmente derrotada... nesesitamos a un presidente capaz e inteligente claramente no eres tu..,",2023-11-23 03:19:05+00:00
"@jgnaredo @XochitlGalvez Andale pinche pendejo estupido de calabaza!!! Descontextualiza todo lo que quieras. Lo unico. No lo que no puedes ni podras, es el hecho de que vendiste los gluteos al peor presidente que ha tenido esta nacion. Chayotero de popo",2023-11-23 03:17:34+00:00
@SergioSarmiento @mluisasuarez Como @XochitlGalvez cuando denuncio para que el presidente no hablara sobre los miles de millones en contratos?,2023-11-23 03:08:37+00:00
"@ulianma @XochitlGalvez Jajaja esta senora no ha propuesto absolutamente nada, se la pasa hablando del presidente..",2023-11-23 03:05:23+00:00
"@el_papillon @XochitlGalvez Conozco a alguien que NECESITO 16 anos para terminar una licenciatura (un PORRO pues!), lo BASICO para lograr su sueno SER PRESIDENTE, y cuando llego le gano el resentimiento y la envidia. 
Pero no estan preparados para esa platica",2023-11-23 03:03:37+00:00
"@luzelenachavez8 @econokafka @JJDiazMachuca @bereaguilarv @ElenaCardenasR @acostanaranjo @la_grenitas @AristeguiOnline @raulflorescoy @ivonnemelgar @Mzavalagc @XochitlGalvez @SocCivilMx @enriquemunozFM @carlosalazraki @ferbelaunzaran @OscarAthie No pues, sabe hacer negocio, hasta en eso el presidente es bueno , les da para comer a estas personas.",2023-11-23 02:58:48+00:00
"@LauraMex @XochitlGalvez En verdad y con respeto, con lo que escribiste que el senor presidente esta molesto, porque hubiera querido que la candidata de morena fuera Xochitl Galvez me da mucha risa, JAJAJA Ja JAJAJA jajajaja jajajaja jajaja jajajaja jajajaja jajajaja",2023-11-23 02:55:50+00:00
"@GuacamayanLeaks @Claudiashein @XochitlGalvez Esta prediccion esta erronea, la proxima Presidente sera Claudia Sheinbaum. No hay de otra. ",2023-11-23 02:55:37+00:00
"@SocCivilMx @XochitlGalvez Les aclaro porque no entienden, un ""millon"" de seguidores no es un millon de votos, en 2018 MORENA, el PUEBLO y el ahora mejor Presidente del Mexico contemporaneo logramos mas de 30,000,000",2023-11-23 02:44:19+00:00
"@crysthal07 @XochitlGalvez Pues tu sueno es guajiro, el que entrega la banda  presidencial es el presidente  del Congreso de la Union.
Echenle ganitas!!!",2023-11-23 02:41:02+00:00
@Xochitl2024 @XochitlGalvez @xochilove_rs @XovenesXingones Jajaja pobre mujer! Titere de la clase adinerada!  Nunca sera presidente!,2023-11-23 02:40:06+00:00
"@ferbelaunzaran @XochitlGalvez No te confundas enano de circo...sabes por que la botarga no conecta con el pueblo...por que es tan falsa como este promocional ""Rosa de Guadalupe""...quiere vender una vida semejante al presidente para que uno se sienta identificado...pero el pueblo sabe quien es la botarga farsante",2023-11-23 02:37:14+00:00
"@arnoldomtz57 @XochitlGalvez Un tren que se construyo muy bien  pensado y q traera derrama economica derivada del consumo turistico... Sin duda si llegara la botarga Galvez, lo primero que haria es PLAGIAR   las obras del senor Presidente...",2023-11-23 02:35:38+00:00
"@politicomx @JTrianaT @XochitlGalvez @lopezobrador_ Solo crece la economia de los politicos: senadores, diputados, presidentes municipales, presidente de la Republica, asi como aquellos que tienen empresas y trabajan en el gobierno",2023-11-23 02:25:35+00:00
"@XochitlGalvez Me vale madre que no sea para los ""chairos"" como nos dicen ! Pero sufre de verdad, viaja en camioneta , camina , no vives criticando  las palabras de austeridad del presidente? Cuanto nos van a costar esos viajes en avion privado? Hipocrita ! https://t.co/zFfAColc1E",2023-11-23 02:23:33+00:00
"@politicomx @AdrianRubalcava @XochitlGalvez @PRDMexico Por favor @XochitlGalvez no toques ese anzuelo, no, no. 

Todo indica que Adrian, lo que busca es seguir atacando al frente y si te logra subir al debate con el, te atacara directamente. 

El esta definido, es un esquirol del presidente. https://t.co/k0My78mqdl",2023-11-23 02:22:29+00:00
"@jesusortegam @XochitlGalvez Siempre con""el me dijeron ""....poreso estan como estan, #amlo es demasiado Presidente para esta oposicion de caricatura",2023-11-23 02:10:04+00:00
"@jesusortegam @XochitlGalvez Por Dios nadie sabe quienes son ustedes, el Presidente ni en la vida los hace ",2023-11-23 02:03:24+00:00
@XochitlGalvez Y tambien luchaste para robar?? Que pena ser titere de hombres! No te Merced el titulo de la primera mujer presidente,2023-11-23 01:52:53+00:00
"@seagal1404 @ryo_hermoso Te adelantaste panochundo, en el 2018 gano el mejor Presidente que ha tenido Mexico en 86 anos. Lo que tu describes es al hdspm de @VicenteFoxQue o el teporocho fecal o bien, la guan ga gelatinega #Cogupta_Tonta_Vulgar  de @XochitlGalvez https://t.co/ieyYOtUFq7",2023-11-23 01:50:38+00:00
"@jesusortegam @XochitlGalvez Suenas con que algo asi suceda, pero mi presidente nunca hara algo asi.",2023-11-23 01:49:17+00:00
"@LauraMex @XochitlGalvez Ya siendo serios, me parece extrano que una aspirante a ser presidente de una nacion se humille a si misma ridiculizandose, ridiculizando costumbres, con tal de demostrar afinidad con una clase social a la que visiblemente aborrece. Me parece tan del Peje esa actitud.",2023-11-23 01:47:36+00:00
"Tras la definicion en la #CDMX por @STaboadaMx, @MarkoCortes, presidente nacional del #PAN, da senales de quienes podrian ser abanderados del FAM en las entidades restantes, y se muestra entusiasmado por el exitoso arranque de precampana de @XochitlGalvez. #RomandiaEnElHeraldo. https://t.co/C3teajBSAS",2023-11-23 01:44:51+00:00
"@XochitlGalvez @miseleccionmx Xochitl, yo estoy contigo al igual que muchisimos ciudadanos en Mexico, pero tienes que evitar esas equivocaciones que aunque sean muy sutiles las aprovechan inmediatamente morena y el presidente. Estamos contigo",2023-11-23 01:44:15+00:00
@Radio_Formula @epigmenioibarra @XochitlGalvez @Claudiashein @CiroGomezL No se necesita mucha preparacion para ser presidente ahi tienes a Lopez Obrador,2023-11-23 01:43:44+00:00
"@007Lola_Mento @XochitlGalvez Con la actuacion de este senor, sin ninguna calidad moral, queda plenamente evidente la
Violencia Verbal que ejerce, cada ocasion que puede, en contra de la futura Presidente de a Mexico @XochitlGalvez. @INEMexico @fnm_ong @SCJN @gpplural @DefensoriaTEPJF",2023-11-23 01:29:08+00:00
@XochitlGalvez @XochitlGalvez desde Puebla aqui @eduardorivera01 Gobernador @marioriestra Presidente municipal y usted Presidenta!.,2023-11-23 01:22:59+00:00
@RobertoLeOr @guruchuirer @JMilei @XochitlGalvez Para poder meter a la carcel en Mexico politicos presidentes o ex presidente tienen que cambiar el poder judicial ect y los derechangos junto con los de izquierda se hacen pendejos porque saben que si quitan esa ley y sus famoso fuero se los carga el payaso  asi de facil,2023-11-23 01:20:55+00:00
"este si es Presidente y no chingaderas!! a ver si aprendes algo, @lopezobrador_ y los que vienen @samuel_garcias  @Claudiashein @XochitlGalvez",2023-11-23 01:14:20+00:00
Votamos con la mayoria de los paises del mundo a poner un impuesto global a las multinacionales.,2023-11-22 20:42:20+00:00
@JJDiazMachuca @lopezobrador_ @XochitlGalvez @Claudiashein Que chingue a su madre el inutil del presidente.,2023-11-23 01:02:04+00:00
@catrina_nortena @XochitlGalvez Y aqui este nino hizo lo posible para estar junto a mi presidente. Muchas pieza para galvez https://t.co/QX0RERr1dN,2023-11-23 01:02:00+00:00
"@ryo_hermoso @XochitlGalvez , es una buena candidata pero tiene un problema o es parte del problema solo hay que descubrir cual es el acuerdo con el presidente con los proyectos del Plan Sonora ligado al gasoducto de chihuahua y la autorizacion de las empresas que se van a instalar en N. Leon",2023-11-23 00:58:58+00:00
"@lopezdoriga @XochitlGalvez #XochitlGalvezPresidenta2024 hizo bien en felicitar al presidente electo de Argentina, se le felicita por lo que hizo, ganar.
Ya dependera de el si se le aplaude sus decisiones presidenciales, si hace pejendejadas, se le haran notar, solo el tiempo lo dira.",2023-11-23 00:58:38+00:00
"@makdavicho1974 @XochitlGalvez , la diferencia entre el presidente obrador y tu, no te sigas humillando, valorarte y ten dignidad,  observa tu video y el del presidente, dime tu, asta los ninos saben la verdad. https://t.co/KbioQm0Irr",2023-11-23 00:54:00+00:00
@abrahamendieta @XochitlGalvez AMLO peor presidente de la historia,2023-11-23 00:45:51+00:00
"Circula en redes un analisis matematico que predice el resultado de las elecciones de 2024, no hay manera de que @Claudiashein gane la eleccion, @XochitlGalvez o el candidato del PRIAN seria el proximo presidente.

#GuacamayaLeaks
#GuacamayaNews https://t.co/AoZNev091j",2023-11-23 00:42:50+00:00
@analucia_medina @XochitlGalvez Jamas sera presidente y lo sabe.,2023-11-23 00:31:36+00:00
@XochitlGalvez Mochitl !!! Te Mira's bien hipocrita y mas cuando abrazas al presidente de PRD  Viejo BORRACHO https://t.co/arYeAPPEtN,2023-11-23 00:29:55+00:00
@artdesing16_2 @XochitlGalvez Vamos XOCHILT Galvez presidente 2024. https://t.co/MrQyvgKUF9,2023-11-23 00:22:02+00:00
"@EmilioVallejoRL @XochitlGalvez Pedazo de pndjo, te informo que el presidente tiene el 70% de aprobacion.",2023-11-23 00:18:58+00:00
"@macciudadano @tucanglez Que hermosa imagen  de nuestra proxima presidente @XochitlGalvez 
#XochiltGalvezPresidenta2024",2023-11-23 00:07:21+00:00
@JJDiazMachuca @lopezobrador_ @XochitlGalvez @Claudiashein Feliz feliz feliz feliz NAVIDAD a Acapulco de parte de su mamarracho presidente,2023-11-23 00:04:36+00:00
"@ferbelaunzaran @XochitlGalvez Se dice presidente, porque seria la que preside. Que claro que no deberia de serlo ",2023-11-23 00:01:41+00:00
@ar2_mx @XochitlGalvez Estoy de acuerdo. Y la gente que habla de campanas y de asesores. AMLO nunca los ocupo y hoy es el presidente incomodo. A postear todo lo bueno de @XochitlGalvez y dar menos reflectores a MORENA. Ni a cuevas ni a Rubalcava que se vayan a la basura. ,2023-11-23 00:00:31+00:00
"@Gerry06186418 @AlfonsoRamosMx1 @XochitlGalvez Te equivocaste de cuenta, la que copia cada cosa que dice el presidente es @Claudiashein . No seas despistado, amigo.",2023-11-23 00:00:12+00:00
"?Son los preparativos de la navidad prometida por @lopezobrador_ ? 

Criticaron a @XochitlGalvez por visitar Acapulco, ?donde esta el presidente y su copia @Claudiashein ? 
No abandonemos a Acapulco 

 https://t.co/TWcPjPrB7n",2023-11-22 23:43:34+00:00
"Propongo que, al menos en lo que resta de este sexenio, a palacio nacional se le cambie el nombre por el de El Arca de Noe, porque: 
1. El inquilino Noe presidente
2. Esta lleno de animales.
Tambien aplica para la sede de @PartidoMorenaMx

y ajua raza  !!!, arriba @XochitlGalvez",2023-11-22 23:33:11+00:00
"@JRENSE1  no puede ser esto es un twittaso .
@XochitlGalvez , en verdad usted a rebasado al ex presidente Pena Nieto.
No cabe duda que el penote si le causo grandes estragos mentales.! 
",2023-11-22 23:24:18+00:00
"@ElAmaDeCasa1 @XochitlGalvez Listo Ama, sigamos a los buenos!!
Vamos Xochitl Presidente! ",2023-11-22 23:23:05+00:00
"@homerovelazquez @EmilioVallejoRL @XochitlGalvez Nombre bueno si tienes la cara de pinche indio y nopal en la frente y t sientes mas q el presidente jajajaaj das risa,nomas de lo q escribes t sientes fifi y no eres mas q un puto dona Florindo,jajajaa",2023-11-22 23:15:41+00:00
"@PRDMexico @XochitlGalvez Hujo de tu puta madre ?Y el camino correcto es la regresion a los gobiernos del PRI y del PAN, verdad? Porque del PRD ya ni hablar, ese partido y su presidente, solo son rellenos y SERVILES sirvientes del PRIAN, que bajo has caido jesus zambrano ( con minusculas porque asi eres )",2023-11-22 23:11:37+00:00
@LauraMex @XochitlGalvez al final el candidato era lo de menos a quien pongan va ganar es por el poder de convocatoria del presidente ya no se hagan chaquetas mentales,2023-11-22 23:09:17+00:00
"@gvmass @FernandoSotoHay @lopezobrador_ @XochitlGalvez Conozco muchisimas personas que lo siguen defendiendo a capa y espada, senalan que es el mejor presidente que ha tenido la nacion.",2023-11-22 22:53:46+00:00
"@jesusortegam @XochitlGalvez ""Se dice que a peticion expresa del Presidente""...
Otra vez mintiendo y afirmando sin pruebas viejito carrascaloso @jesusortegam 
Estan rabiosos y desesperados en #FrenteAmplioPorMexico especialmente #Chuchos del #PRD porque perderan registro.

#OposicionMiserableYMezquina",2023-11-22 22:53:36+00:00
"@jaretos @CiroGomezL @XochitlGalvez @Claudiashein Desgraciadamente para la Alianza no esta Vicente Fox de Presidente para hacer el ""MILAGRO"" o mas bien ROBO como ya lo hizo anteriormente Calderon",2023-11-22 22:41:30+00:00
"@ZnhevpvbYyretb @armando_regil @XochitlGalvez Para iniciar un cambio, tienes que entender la realidad.

@XochitlGalvez NO sera Presidente.",2023-11-22 22:41:14+00:00
"@rogelio16gomezr @jesusortegam @MABnadal @XochitlGalvez de verdad estan tan imbeciles para creer esto?? No inventen ,esto ya no les funciona ,solo los idiotas de verdad creen que hay censura en Mexico ,digo,si no lo cree,vea aqui en Twitter como agreden al presidente,y no pasa nada, y los medios mienten, igual no pasa nada",2023-11-22 22:29:24+00:00
"@cpgarcieral @XochitlGalvez @Xochitl2024 @Claudiashein Totalmente de acuerdo contigo

?Lo estas leyendo @Claudiashein?

?Lo estas leyendo @XochitlGalvez?

@XochitlGalvez SERAS PRESIDENTE DE , NO TIENES RIVAL EN claudia sheinbaum, SOLO TENEMOS QUE EVITAR LAS TRAMPAS DE ESTE GOBIERNO CORRUPTO.",2023-11-22 22:25:49+00:00
"@XochitlGalvez Es usted una copiona, no tiene ideas propias, lo de los quesos y panes lo menciono hoy mi presidente en la mananera de hoy 11/22/2023. Es el colmo con usted.",2023-11-22 22:24:46+00:00
@7venlucadi @RomnMayoCrdova @XochitlGalvez Xochitl presidente,2023-11-22 22:16:42+00:00
"@jesusortegam @XochitlGalvez @Radio_Formula puede ratificar lo que dice este senor... @CiroGomezL @ruizhealy, si nos pueden apoyar con la nota: de que el presidente censuro...",2023-11-22 22:15:18+00:00
"@LetyMaldo Las encuestas de morena son el Resultado de la Corrupcion de este gobierno

LA REALIDAD ES OTRA, @Claudiashein NO LEVANTA Y NO LLENA LOS ZAPATOS DE UN CANDIDATO, ESO ME DA MUCHA ALEGRIA, PUES SE ALLANA EL CAMINO DE @XochitlGalvez PARA PRESIDENTE DE 

@lopezobrador_ A LA CHIN...",2023-11-22 22:15:17+00:00
"@bertha133177 @LauraMex @XochitlGalvez No acepto porque no coincide con Morena . 
Lo de robar de donde sacas que es deshonesta, por lo que dice el presidente? Pero si es la persona mas mentirosa , increible le sigan creyendo.",2023-11-22 22:14:46+00:00
"@MariettoPonce Este senor con su sanitario publico pudo llegar a ser presidente de Mexico, pero se le atraveso @XochitlGalvez 

https://t.co/4Tn6yf9toi",2023-11-22 22:09:17+00:00
"La humildad de Xochitl Galvez nos conmueve a todos. ?O que? ?No acuerdan cuando le exigio a un adulto mayor el recibo por un pedazo de papel de bano?

Tiemblan en Palacio Nacional con la verdadera candidata del pueblo. https://t.co/vmhdpSq87B",2023-07-03 02:34:00+00:00
@xpedroza @jesusortegam @XochitlGalvez Facil Xochitl. Tenemos un Prudentito. Que siempre ha vivido resentido. Y viene del viejo PRI. Regresamos 70 anos con esta porqueria de presidente que tenemos,2023-11-22 22:07:25+00:00
"@catrina_nortena @XochitlGalvez @JMilei La inflacion del 140 % la genero un gobierno Populista de izquierda igual al que nos gobierna , la diferencia  . El 55 % de un pueblo no se puede equivocar.!! Ahi va a gobernar un presidente con el 55% de apoyo, aca nos giobierna un Mononeuronal que logro solo el 33%.",2023-11-22 22:06:06+00:00
"@EmilioVallejoRL @XochitlGalvez Jajajaja decepcionados, pero si la aprobacion del presidente sigo en aumento!!!! 

Ay fachos dan #penaajena",2023-11-22 22:04:53+00:00
"@luzelenachavez8 @econokafka @JJDiazMachuca @bereaguilarv @ElenaCardenasR @acostanaranjo @la_grenitas @AristeguiOnline @raulflorescoy @ivonnemelgar @Mzavalagc @XochitlGalvez @SocCivilMx @enriquemunozFM @carlosalazraki @ferbelaunzaran @OscarAthie Me avisan que en las borracheras de tus promotoras, te prestaron mucho $$ y te dieron el 50% de guiones, a segun, solo te usaron para su golpeteo al mejor Presidente.",2023-11-22 22:03:00+00:00
"@ferbelaunzaran @XochitlGalvez No mms patita
Solo por que no le abrio la puerta de palacio el presidente @lopezobrador_ , ese fue el gran logro de @XochitlGalvez, para ser presidenta 
Tiene mas logros de ese tipo @LillyTellez , pero no la eligieron por que no se iba a dejar manipular por tu patron @ClaudioXGG",2023-11-22 22:01:16+00:00
"@JoseLop17273090 @seekgodandlive @eduuardoogr @Claudiashein @XochitlGalvez @samuel_garcias Asi es, si considera que Xochitl no es la mejor, esta bien, pero piensen que es la unica con la que se garantiza seguir viviendo un una Republica y seguir pudiendo elegir presidente cada 6 anos. La abstencion favorece al regimen autoritario actual .",2023-11-22 22:00:44+00:00
@guruchuirer Tu reputa y pedorra madre... @XochitlGalvez Presidente,2023-11-22 21:58:44+00:00
"@EmilioAlvarezI @XochitlGalvez @ComiteFAM @redesunidosmx @FCN_mx Ja ja ja ja ja inche mentiroso, no fue elegida por ciudadanos, fue puesta ahi por nuestro presidente y ustedes como perros falderos ahi de lame bolas !!!",2023-11-22 21:47:20+00:00
"@XochitlGalvez Ya quiero que seas presidente Xochitl! tenemos puros ineptos en el gobierno actual, necesitamos propuestas inteligentes para enfrentar los retos de este pais",2023-11-22 21:43:24+00:00
"@ryo_hermoso Obvio a la 1.
@XochitlGalvez presidente y con el Congreso a su favor,  para revertir las pendejadas que han hecho los ineptos de MORENA.
#RescatemosMexico",2023-11-22 21:43:15+00:00
"@XochitlGalvez Ojala que usted no nos salga con un chorro de babas como lo hizo el loco que tenemos ahora de disque presidente, ojala no defraude a los mexicanos",2023-11-22 21:32:16+00:00
"@Albert_Rudo @SandraCuevas_ Le sugiero a todos los chairos como @Albert_Rudo que ya se vayan a celebrar al angel de la independencia, el PRIAN ya desaparecio, ya no tienen por que preocuparse ni ocuparse de la proxima presidente de Mexico @XochitlGalvez https://t.co/qQFOokKipT",2023-11-22 21:30:29+00:00
"@jaretos @lopezdoriga @alitomorenoc @MarkoCortes @AccionNacional @PRI_Nacional @ClaudioXGG @XochitlGalvez Huy que ""revelacion""! Son tan predecibles dice nuestro amado presidente.",2023-11-22 21:27:02+00:00
"@XochitlGalvez Creo que ese rollo de ser Indigena esta por demas, deberias de hablar de cosas serias y dejar de quejarte de el presidente, el ya se va!
Demuestra que eres una adulta pensante!!",2023-11-22 21:20:17+00:00
"@MrFantasticMTY @jesusp2491 @samuel_garcias @XochitlGalvez @Claudiashein Pero es diferente aguantarlo de gobernador a presidente  puede hacer una cagada en el pais y ahi nos afecta a todos. Si claudia es AMLO otra vez, no estamos con madre, pero al menos no estamos como CON EPN ",2023-11-22 21:18:13+00:00
@cieloeter @JMilei @Pontifex_es @Almagro_OEA2015 @DanielNoboaOk @David_Cameron @XochitlGalvez Pinche hocicon malinchista ya quisieran los argentinos un presidente como el nuestro no estarian todos jodidos y tu vete a CHTPM,2023-11-22 21:16:08+00:00
"@epigmenioibarra Oila, @XochitlGalvez... que quieres privatizar todo, dice el aplaudidor #1 del presidente",2023-11-22 21:08:59+00:00
"Gracias a cada uno de los lideres del mundo que se comunicaron conmigo para felicitar a nuestro equipo y manifestarme sus buenos deseos para el futuro de la Argentina.

Agradezco especialmente a Su Santidad @Pontifex_es y a @Almagro_OEA2015, @DanielNoboaOk, @David_Cameron, @EmmanuelMacron, @GabrielBoric, @GiorgiaMeloni, @igoldfajn, @Isaac_Herzog, @KGeorgieva, @KatalinNovak_hu, @LassoGuillermo, @LuisLacallePou, @MariaCorinaYA, @narendramodi, @nayibbukele, @NitoCortizo, @PresidenciaPeru, @President_Arm, @RodrigoChavesR, @SantiPenap, @ZelenskyyUa",2023-11-22 15:23:27+00:00
"@Cristin08077677 @sennin2024 @clausdebuen @XochitlGalvez No importa seguiras de ardidota todo lo que digas es por adolorida contra todo lo que tenga que ver con morena y el presidente asi que por mi di lo que quieras derechancla ridicula , siguen 6 anos mas  https://t.co/piD2AitoIN",2023-11-22 20:57:36+00:00
"@Radio_Formula @CiroGomezL @epigmenioibarra @XochitlGalvez @Claudiashein Tenemos fe que el mal no triunfara aun con el Poder del Estado. AMLODIABLO TIENE EL PODER DEL ESTADO, PERO EL PUEBLO ES TODOPODEROSO SALDREMOS A VOTAR  XOCHITL GALVEZ PRESIDENTE. ",2023-11-22 20:50:49+00:00
"@Cherry_Bomb_bom @Claudiashein Aqui esta tu proxima presidente. @XochitlGalvez 
 https://t.co/bIqv4zNnKZ",2023-11-22 20:48:48+00:00
"Vaya con @lopezdoriga ya determino que @XochitlGalvez no sera Presidente, #quetal @cafepolitico @RoyCampos @ReneCasados",2023-11-22 20:48:18+00:00
"hay por lo menos 5 en la oposicion, que serian mil veces mejor presidente que @lopezobrador_ y la nefasta @Claudiashein 

Da tristeza la ceguera que hay entre la misma oposicion que no pueden verlos y por lo tanto, apoyarlos.

Si dejan sola a @XochitlGalvez , merecen lo que viene",2023-11-22 20:45:45+00:00
@XochitlGalvez Vengo del futuro y asi veremos a la ministra presidente entregando la Banda presidencial a Xochitl porque el senor de palacio no quiso acudir a la transicion de poderes https://t.co/F5HXimeGZS,2023-11-22 20:41:33+00:00
", ?Por quien votarias para la Presidente de Mexico?
@Claudiashein 
@XochitlGalvez 
@samuel_garcias 

RT PARA LLEGAR A MAS PERSONAS",2023-11-22 20:33:18+00:00
"@ferbelaunzaran @XochitlGalvez Otro menso que le dice presidenta, ya entiendan que no va a ser presidente esa corrupta",2023-11-22 20:23:28+00:00
"@LauraMex @XochitlGalvez No digas mamadas jejeje...enojado alcontrario el presidente les lavo la cabeza al prianrede que ella era la mejor y Cayeron en la trampa , el cenador cepeda lo hubiera echo mejor ....no cuesta nada sonar ",2023-11-22 20:22:17+00:00
"Contundente e Historico Triunfo
""SOS UN CAPO"" Presidente Electo @JMilei Muchas Felicidades desde  Libertad Carajo, Eso es lo que tendremos con @XochitlGalvez @Xochitl2024 #XochiltGalvezPresidenta2024
ccp @JMPresidente23 https://t.co/hnDDOtSndU",2023-11-22 21:08:30+00:00
"@MaquiaveloPara @XochitlGalvez @samuel_garcias @MovCiudadanoMX Jajaja, como el presidente ya no la menciona, ni quien la pele, trata de llamar la atencion.",2023-11-22 20:19:32+00:00
"@GustavoMadero @XochitlGalvez No va a ser presidente esa corrupta ,",2023-11-22 20:18:34+00:00
"@catrina_nortena @XochitlGalvez @RicardoBSalinas @leozuckermann Y estas celebrando los pibes jajajajajajajaja la metida de chorizo que les acaban de dar, ya veremos despues no queremos que anden haciendo caravanas sanganos. Alla se quedan con su presidente que eligieron.",2023-11-22 20:13:28+00:00
@Radio_Formula @CiroGomezL @epigmenioibarra @XochitlGalvez @Claudiashein Los milagros son las encuestas compradas. Y el otro milagro es que Claudia y el presidente llevan 27 meses de campana. Y de los cuales se pueden considerar campana  anticipada pero el INE no ve esa situacion.,2023-11-22 20:12:26+00:00
"@omondra @chavacanamayor @samuel_garcias @XochitlGalvez @Claudiashein La gente si vota asi. Asi fue la eleccion en Monterrey... la popularidad y el trabajo a ras de suelo de Mariana hizo Gobernador a Samuel. Y en una de esas, lo puede hacer hasta Presidente. Precisamente, porque la gente vota asi.",2023-11-22 20:02:41+00:00
"@XochitlGalvez Por tu salud mental y por dignidad es mejor que te retires @XochitlGalvez , recibiras la peor humillacion en las elecciones de 2024, es de sabios reconocer que no tienes ni la capacidad y mucho menos calidad moral para ser presidente, quedaras como el payaso",2023-11-22 20:02:17+00:00
"@ferbelaunzaran @XochitlGalvez !Esa vulgar botarga inutil inflada, no gobierna ni su escaso cerebro y lengua, pretende gobernar esta gran nacion, coxil no tienes ninguna posibilidad real de ser presidente de los mexicanos delincuente de cuello blanco, deberias de estar en la carcel!...",2023-11-22 19:51:34+00:00
"@elgatopolitico_ Y el PENDEJO ; corrupto, mentiroso, ladron; presidente mas grande de Mexico ha sido y seguira siendo:
 @lopezobrador_ y/o @lopezobradooor_ 
?O no @XochitlGalvez @Claudiashein ?
La sionista de Claudia le da ""meyo"", pero lo divulga en privado.",2023-11-22 19:50:57+00:00
@Jime2002_ @XochitlGalvez @miseleccionmx Jajajaja ,2023-11-22 19:44:08+00:00
"@Xochitl2024 @XochitlGalvez @xochilove_rs @XovenesXingones Ni poderosa, luchadora, ni lider, ni mucho menos presidente de Mexico, eres una cogucta tu eres la representacion de lo mas podrido que casi vende el pais por completo y creo 65,000.000 de pobres! 
No pasaras el pueblo tiene el poder y no lo soltara a una vulgar cogucta.",2023-11-22 19:40:04+00:00
@jgnaredo @XochitlGalvez O sea que tu Jorge Gomez tienes mejor informacion que Milei? (Presidente Electo de Argentina).,2023-11-22 19:37:19+00:00
"@ClaudioXGG Asi justo va a votar Jalisco...

@XochitlGalvez - Presidente
@PabloLemusN - Gobernador

Y en mi caso @JuanJoseFrangie - alcalde",2023-11-22 19:27:32+00:00
"@ricardorevilla_ @samuel_garcias @XochitlGalvez Todos los candidatos son malisimos, sera esta la peor terna de candidatos a presidente de los ultimos 50 anos?",2023-11-22 19:25:07+00:00
"@jesusp2491 @samuel_garcias @XochitlGalvez @Claudiashein Todos sabemos @LordMarcoPolo es pagado por samuel, lo ayudo a ser gobernados y ahora presidente. Ya quiero ver las giras a nivel nacional el proximo ano ",2023-11-22 19:24:21+00:00
@LauraMex @XochitlGalvez aaah jajajajajaja jajajajajajaja  nunca habia leido una tonteria a este tamano  el presidente es muy inteligente el si es politico y sabe que xochilt no es capaz de estar al frente  superior a Claudia? Ni espanol habla bien es cogupta,2023-11-22 19:17:24+00:00
@TitaRubli @ElAmaDeCasa1 @XochitlGalvez Jajaja crees que le preocupa? Nuestro presidente ya se va ni te preocupes por el preocupate por el que viene,2023-11-22 19:06:18+00:00
@ElAmaDeCasa1 @XochitlGalvez Porque tu candidata solo se dedica a plagiar lo que hizo en campana el presidente AMLO ,2023-11-22 19:05:51+00:00
@jgnaredo @XochitlGalvez Lo dices como si el @Tu_IMSS fuera un servicio digno. Pero tu aficion por lamer el escroto del presidente es tanta que te tiene asi de pendejo.,2023-11-22 19:04:36+00:00
"Por que el mensaje va dirigido a simpatizantes y militantes de su partido, formalmente no es un mensaje dirigido para toda la poblacion. Es el precandidato unico a presidente por MC. Asi como @Claudiashein y @XochitlGalvez se ponen precandidatas unicas en sus respectivas coaliciones, por que  ahi no dices nada @alejandraloyag ?. No es un tema de genero insisto, hay que ser mas objetivos.",2023-11-22 18:58:13+00:00
"@XochitlGalvez Ahora si deseas la unidad de los mexicanos, porque no lo hiciste cuando no eras candidata?.
Siempre estuviste atacando a nuestro presidente. Te echaste encima a 30 millones de ciudadanos que votamos por el.",2023-11-22 18:43:51+00:00
@fernandeznorona @XochitlGalvez Jajejijoju el que iba a ser presidente y termino siendo perro de dona charamusca jajejijoju,2023-11-22 18:43:22+00:00
"@caroviggiano @XochitlGalvez Por eso le tienes que corregir las pendejadas que dice, y tu, sinceramente las opiniones que emites carecen de valor, junto con la rata de Moreira saquearon Coahuila y quisieron hacer lo mismo con Hidalgo,no van a,pasar, Claudia presidente",2023-11-22 18:43:12+00:00
"@Xochitl2024 @XochitlGalvez @xochilove_rs @XovenesXingones La proxima Presidenta de Mexico es una lider audaz, incansable luchadora y una voz poderosa para lograr el cambio que Mexico merece.

Ella es CLAUDIA!!!!.. Que bien sabe de ella..sera una buena presidente...usted solo pasara a la historia como patina del frente amplio",2023-11-22 18:41:44+00:00
"@XochitlGalvez Somos una ciudadania que tenemos presente que partir que entro el Presidente AMLO 2018 empezaron las publicaciones de odio hacia el y a todo el que le siga. Se te olvida que quedan las evidencias en todos los medios. Por mas que trates de que se olvide, esta presente",2023-11-22 18:37:20+00:00
@XochitlGalvez Te pagaremos con amor los impuestos si llegas a ser Presidente? Tonta!,2023-11-22 18:34:30+00:00
