content,fecha_publicacion
"@alvaro_delgado @Claudiashein @XochitlGalvez @samuel_garcias @MendozaBlancoA Atentamente el palero mas arrastrado del presidente, del partido mas repudiado de Mexico ",2023-11-17 18:36:37+00:00
@JJDiazMachuca @samuel_garcias @MauricioCollado Y esa cosa quieren sea presidente de Mexico..,2023-11-17 18:36:32+00:00
"@andreacarolinsg @samuel_garcias No se quien pudiera pensar semejante estupidez!
Aliado o no de Morena, este menso no tiene ni tendra la estatura para ser candidato serio a presidente.",2023-11-17 18:28:14+00:00
"@ReivindicNal @samuel_garcias No importa... Aun asi XOCHITL sera Presidente!!!
#24XochitlPresidente",2023-11-17 18:18:43+00:00
"Asi van las mentirijillas de #SamuelMentiras @samuel_garcias y asi quiere ser presidente , ademas que inicia su ""precampana"" siendo aun gobernador su licencia empieza el 2 de diciembre, y su bailongo el 20 de nov",2023-11-17 18:04:27+00:00
"#Tesla, del multimillonario Elon Musk, aun no ha registrado formalmente sus planes de inversion de su planta en Nuevo Leon ante la Secretaria de Economia, informo Raquel Buenrostro https://t.co/sd9c9VtG0a",2023-11-17 17:16:48+00:00
"@Reporte_Indigo @samuel_garcias Si le quedo grande el puesto de gobernador, mas el de presidente ",2023-11-17 17:39:20+00:00
@PagesBeatriz @samuel_garcias @lopezobrador_ @ferbelaunzaran @JLozanoA @carlosalazraki @ClaudioXGG @gdehoyoswalther @Siempre_revista @rpascoep @acostanaranjo Viejita loka que va hacer de ti cuando el presidente se vaya a palenque!!,2023-11-17 17:35:43+00:00
"@samuel_garcias Cuando vas a declinar a favor de Claudia??? Te vas a esperar a si subes de tu 4% jajajaja,
% con Xochitl para presidente",2023-11-17 17:15:50+00:00
"@samuel_garcias Animo..!!!
Eres el mas preparado y serio para ser Presidente de la Republica.!!
Ojala y tu representes este gran pais..!! https://t.co/oE8EgctBsQ",2023-11-17 16:55:52+00:00
"@samuel_garcias Si llegas de presidente.
Por favor has maestrias en linea en desarrollo de software por parte del @Official_iPN y UNAM.",2023-11-17 16:52:45+00:00
@EdgarNunezM @samuel_garcias Nombreeeeee si deja de salir la esposa el no es conocido!!! Desgraciadamente la esposa fue la que lo llevo a ser gobernador y por eso piensa que sera presidente ,2023-11-17 16:49:28+00:00
@PagesBeatriz @samuel_garcias @lopezobrador_ @ferbelaunzaran @JLozanoA @carlosalazraki @ClaudioXGG @gdehoyoswalther @Siempre_revista @rpascoep @acostanaranjo Un mirrey de presidente caray a donde a llegado este pais neta en la mierda estamos,2023-11-17 16:44:56+00:00
@samuel_garcias En Nuevo Leon ni si quiera terminaste tu mandato y lo dejaste echo un desvergue... apoco crees q x haber traido un  apache ya con eso aspiras para presidente? Eres el hazme reir de NL y del pais.,2023-11-17 16:34:01+00:00
"@lorenadelagarza Si no puede entender eso @samuel_garcias , menos estara capacitado para ser gobernador, ya no digamos presidente",2023-11-17 16:28:48+00:00
"@catrina_nortena @leozuckermann @Claudiashein @XochitlGalvez @samuel_garcias Samuel Garcia proximo presidente de Mexico un hombre joven, guapo, preparado y sin miedo para atacar los problemas",2023-11-17 16:06:24+00:00
"@PagesBeatriz @samuel_garcias @lopezobrador_ @ferbelaunzaran @JLozanoA @carlosalazraki @ClaudioXGG @gdehoyoswalther @Siempre_revista @rpascoep @acostanaranjo Lo antes posible debe borrar cualquier sospecha de lazos con AMLO y MORENA si es que quiere tener una minima posibilidad de ganar, pero si continua asi, la percepcion de esquirol y lacayo del presidente no se la va a quitar nunca..",2023-11-17 15:53:30+00:00
"@samuel_garcias Aqui en redes - que es tu fuerte- no veo ni un solo comentario de apoyo. O vas a decir - como dice tu ""presidente y padre"" que somos bots pagados?? @chavacanamayor",2023-11-17 15:51:34+00:00
"@samuel_garcias No soy militante de MC pero jamas votaria por ti para presidente,  resultaste ser TAAAAN ordinario https://t.co/WwyEpGJk7m",2023-11-17 15:43:52+00:00
"@PagesBeatriz @samuel_garcias @lopezobrador_ @ferbelaunzaran @JLozanoA @carlosalazraki @ClaudioXGG @gdehoyoswalther @Siempre_revista @rpascoep @acostanaranjo Mira quien habla, pues si son uds. los que traen el pleito diario con Samuel y no el Presidente, ni MORENA ni #ClaudiaPresidenta Ya hasta esquirol le dijeron  y como buen norteno es bravo y le preguntan a tu candidata sobre Samuel y que dice, tengo cosas mas importantes que hacer",2023-11-17 15:40:30+00:00
"@rubenzuarth @Claudiashein @XochitlGalvez @samuel_garcias @MendozaBlancoA Atentamente el presidente del PRI de Chiapas, el partido mas repudiado de Mexico ",2023-11-17 15:27:22+00:00
@samuel_garcias Y total nunca pudiste ponerte a trabajar por Nuevo Leon y ahora a pretender que puedes ser candidato a presidente... ?que tanto te da el peje que te humillas asi?,2023-11-17 14:42:40+00:00
"@samuel_garcias Todos bailan al son de mi gran PRESIDENTE,  este wey se la creyo que era buen candidato ",2023-11-17 14:42:20+00:00
"@samuel_garcias tienes el respaldo de la juventud y de todos los que no estamos cegados por un programa social o por penPS%$Y=  de que el PRIAN AHORA SI va hacer algo bien !!
Vamos con todo SamuElon Tlaloc Rain  !!
Presidente!!",2023-11-17 14:26:15+00:00
"Nos vemos el lunes a las 4 pm. !Animo! 

Aspirante a precandidato a presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/hZsmQhnAUv",2023-11-17 14:21:55+00:00
@alvaro_delgado @Claudiashein @XochitlGalvez @samuel_garcias @MendozaBlancoA Jajajaja dejen de hacer el ridiculo. Se les va a acabar la beca de su bienestar en el 2024. @XochitlGalvez sera la primer presidente mujer en la historia de este pais.,2023-11-17 14:12:13+00:00
"@PagesBeatriz @samuel_garcias @lopezobrador_ @ferbelaunzaran @JLozanoA @carlosalazraki @ClaudioXGG @gdehoyoswalther @Siempre_revista @rpascoep @acostanaranjo @samuel_garcias  es clara muestra de la enajenacion que envenenan  las palabras  de odio y resentimiento en una mente debil, sin principios y soberbia,  de un presidente inepto que no gobierna y se ha dedicado a robar  en cash, con sus obras insigne inutiles e infladas. #YaSeVAN",2023-11-17 13:17:14+00:00
"@NormanFPearl @samuel_garcias @XochitlGalvez @Claudiashein - Seguramente hay un acuerdo entre el presidente y Samuel, para restarle votos a Xochitl. Que no hace falta, esa senora se castiga solita 

Despues de las elecciones Samuel regresa a NL y asunto arreglado.",2023-11-17 12:49:29+00:00
"@The_Master85 Ni va a ser presidente, pero le.faltaran 3.5 anos en NL. Que suplicio para los regios soportar a este mamon insoportable de @samuel_garcias",2023-11-17 12:03:34+00:00
"@ArturoZaldivarL @FelipeCalderon @XochitlGalvez @Claudiashein @samuel_garcias @SCJN Finalmente, estamos en presencia de la antesala de un futuro ex presidente que seguira gobernando desde la chingada (rancho de AMLO).",2023-11-17 05:36:34+00:00
"@ArturoZaldivarL @FelipeCalderon @XochitlGalvez @Claudiashein @samuel_garcias @SCJN Por consiguiente, ello lleva aparejada la posibilidad de que, en caso de que haya sido pautada por el presidente, estemos en presencia de un acto de violencia politica de genero de las mas grandes proporciones vistas en nuestro pais.",2023-11-17 05:34:56+00:00
"@ArturoZaldivarL @FelipeCalderon @XochitlGalvez @Claudiashein @samuel_garcias @SCJN De tal suerte que, en caso de que gane la candidata oficial, en claro beneficio del presidente y mediante los mecanismos politicos que este lleva a cabo, podemos sospechar cn suspicacia que la renuncia de Zaldivar no fue espontanea sino generada o incluso solicitada para nombrar.",2023-11-17 05:33:15+00:00
"@ArturoZaldivarL @FelipeCalderon @XochitlGalvez @Claudiashein @samuel_garcias @SCJN Y con ello, le arranca a la proxima administracion la posibilidad de incidir en la integracion de la corte, que es uno de los actos de mayor relevancia juridica politica del presidente, ya que mediante sus nombramientos delinea figura que tendra la administracion de justicia.",2023-11-17 05:31:11+00:00
"@ArturoZaldivarL @FelipeCalderon @XochitlGalvez @Claudiashein @samuel_garcias @SCJN Por tanto, que Zaldivar haya renunciado con mas de un ano de anticipacion, le permite al actual presidente nombrar proponer a quien ha de ocupar su espacio en el pleno de la corte y en la primera sala.",2023-11-17 05:29:04+00:00
"@samuel_garcias si estas tan seguro que seras, el proximo Presidente  te apuesto $10,000 contra un Tesla, jalas o que????",2023-11-17 05:05:25+00:00
@politicomx @samuel_garcias Samuel Presidente. https://t.co/WXzVFxnfUy,2023-11-17 04:52:47+00:00
"Si samuelito no pudo ni cumplir esa promesa, basica, no me lo quiero ni imaginar de presidente
#NiUnVotoasamuelito #NiUnVotoaMovimientoCiudadano
@samuel_garcias poco hombre y sin palabra !",2023-11-17 04:22:49+00:00
Samuelito es experto en autosabotaje... https://t.co/6SYquxM4SV,2023-11-17 02:54:13+00:00
"@GabrielGarza785 @samuel_garcias Saquese al Presidente, lo trae bien atorado",2023-11-17 03:51:47+00:00
"@samuel_garcias Y le falto mencionar dos  cosas muy importantes: 
-Es el gobernador que mejor ha equipado a la fuerza publica y

-Le va a los Tiiiigueres!!!! 

Es mejor un presidente joven, instruido, que maneja los recursos con transparencia y que es del norte, que la amargada piltrafa actual",2023-11-17 03:10:44+00:00
"@samuel_garcias @CiroGomezL Jajajaja y quien es este tipo mocoso, aun no se sabe limpiar los mocos y ya quiere ser presidente, pobre pend. ejo, hasta la gobernatura perdiste por wey tu crees que tienes oportunidad de ser presidente? Si que estas pende jo",2023-11-17 02:46:43+00:00
@chucho_cuerero Que @samuel_garcias te vas a comportar ya como el presidente bananero? No aguantas nada imbecil!,2023-11-17 02:41:49+00:00
"@samuel_garcias No entiendo tu encuesta, para gobernador o presidente????. Eres un pendejo",2023-11-17 02:30:37+00:00
@samuel_garcias *presidente.,2023-11-17 02:05:18+00:00
"@teresacastellmx @MichelQuiroz @ppm_panedomex @Lety_Zepeda Tere, me da mucho gusto que apoyes a las mujeres y eres regia (se que no eres diputada por Mty) pero aqui siguen desapareciendo jovencitas mientras @samuel_garcias suena con ser presidente.",2023-11-17 01:49:20+00:00
@almayucateca1 @EVerastegui @XochitlGalvez @samuel_garcias Por Xochitl para presidente,2023-11-17 01:39:57+00:00
@ryo_hermoso Vamos con @samuel_garcias necesitamos un presidente joven,2023-11-17 01:23:14+00:00
"@politicomx @samuel_garcias APENAS GATEAS Y QUIERES CORRER @samuel_garcias:   TODAS LAS OBRAS EN NUEVO  LEON Y EMPRESAS QUE  HAN LLEGADO NO ES POR TU ""CARITA"" EL AGUA ETC.  AUNQUE TE  PESE SON OBRAS DEL PRESIDENTE DE MEXICO.  Y COMO BUEN ALUMNO DEBES APRENDER QUE  PRIMERO EL PUEBLO Y DESPUES EL PUEBLO.",2023-11-17 00:26:05+00:00
"TUS OBRAS ESTAN MANCHADAS, TUS APOYOS TIENEN FETIDO OLOR.

LA INOCENCIA DE LOS NINOS ES SAGRADA, LA LEY DE DIOS TE CONDENA, PRESIDENTE: @lopezobrador_ 

LOS LIBROS DE TEXTO HAN SIDO TU PEOR ERROR Y TU INMINENTE FRACASO.

@HLGatell @EVerastegui @samuel_garcias @FelipeCalderon @EPN",2023-11-17 00:15:59+00:00
"@samuel_garcias Andale samuelito lo q dicen en las noticias q t tiene agarrado de los huevos el kks por ""FACTURERO"" y como tambien a Ebrard! La condicion es quitarle votos a Xochitl  c razon muy mamon y pedero y con Claudia solo calladito! Asi quieres ser presidente? AGARRSE LOS s",2023-11-16 22:56:30+00:00
"@gloriadavila90 @JJDiazMachuca @XochitlGalvez @CarlosLoret @brozoxmiswebs @DanteDelgado @samuel_garcias 
Vamos apoyar a la segunda opcion del Presidente @lopezobrador_?
Mas claro?",2023-11-16 22:53:12+00:00
Samuel Garcia el nino idiota que quiere ser presidente https://t.co/txxia8BIhX via @YouTube @samuel_garcias de que nueva politica hablas? Mentiras? Ocultar asesinos? Robar del presupuesto? @DanteDelgado miserable,2023-11-16 22:35:31+00:00
@samuel_garcias @CiroGomezL Otro suministro mas del presidente que ira dejando su dignidad en pedazos hasta que pierda utilidad y sea descartado por este ...,2023-11-16 22:09:32+00:00
"@samuel_garcias Y para usted, de mi parte: Ningun junior, inculto, corrupto, asociada la fortuna familiar a negocios muy turbios, narcisista, babeante y que habla con la papa en la boca, que no cumple su palabra, sera presidente. Espero que usted acabe como el Bronco, es identico a el.",2023-11-16 21:48:58+00:00
@samuel_garcias @CiroGomezL primero paga los sueldos de los empleados de gobierno vas a salir igual que el ex presidente municipal de Toluca que es de morena,2023-11-16 21:05:02+00:00
"@samuel_garcias Esquirol! El marioneta del Presidente "" vengan al Teatro ciudadano !   La obra ; "" El patino del peje""  entrada gratis! Requisitos solo Dignidad!",2023-11-16 21:02:25+00:00
"Vean a este payaso, retrasado mental y quiere ser presidente, esta peor que el de ahora!! @samuel_garcias @ElPatoDeLucas @NataliaRiveraGr @DanteDelgado @Denissenavarr0 https://t.co/zOQYUtbQ0P",2023-11-16 20:55:54+00:00
En serio hay gente que aun cree que @samuel_garcias tiene una oportunidad como presidente?  https://t.co/R5UOEXdAOC,2023-11-16 20:50:58+00:00
"@samuel_garcias  eres un reverendo pendejo, asi quieres que alguien crea que puedes ser presidente?",2023-11-16 20:50:06+00:00
"!EL BERRINCHE! 

Por no poder burlar la ley, Samuel se desquita con los sueldos de 7 mil funcionarios 

?Que opinas de esta accion vengativa del Gobernador? https://t.co/GSlgotuJq2",2023-11-16 16:43:25+00:00
"@PRI_Nacional @econokafka @samuel_garcias Samuel es evidente que tiene la misma escuela del presidente ..(Represor)

La vida institucional del gobierno . Es mas que un partido politico ..
Ciudadanos de Nuevo Leon no compartimos esas practicas de hacer politica",2023-11-16 20:34:07+00:00
@EdgarNunezM @samuel_garcias Ella es la que jala ! Solo ni presidente de su colonia .,2023-11-16 20:31:33+00:00
"@cesarmty @jarturosalinasg @samuel_garcias @TEPJF_informa @CongresoNL Y no hay cuestionamientos al PRIAN por su marranada..? Estos los exhibe junto c Arturo Salinas, o son corruptos o son ignorantes de la ley, y es el presidente del tribunal..!!! Que verguenza..!!",2023-11-16 20:20:41+00:00
"@angelcharlsmty @SCJN @TEPJF_informa @CongresoNL @samuel_garcias Pero no se cuestiona al PRIAN por la marranada q hicieron, ni a Arturo Salinas por el desconocimiento de la ley, siendo el Presidente del tribunal, a menos q lo hayan hecho con conocimiento y solo se exhiben como lo q son... CORRUPTOS..!!!",2023-11-16 20:05:44+00:00
"@samuel_garcias Tal cual, no eres mas que titere...
No lleva ni diez anos de estar en la politica y Samuel Garcia ya aspira a ser Presidente. ?Realmente busca la silla presidencial o es una herramienta util para Lopez Obrador como un factor de division del voto opositor?.. Ernesto Nunez Albarran",2023-11-16 19:53:48+00:00
" @samuel_garcias asegura que si ganara las elecciones del 2024 se convertiria en el Presidente mas joven de Mexico, pero no es asi: ya hubo uno de 27 anos

https://t.co/31O4HYuHjQ",2023-11-16 19:40:00+00:00
".@samuel_garcias desperdicio una oportunidad de oro para despejar las dudas sobre si es un esquirol, o va en serio en eso de que quiere ser presidente de la Republica. @SalCamarena comenta el tema en La Feria 'Samy El Regio cantinflea con Ciro'.
https://t.co/zBGktjiuoG",2023-11-16 19:30:00+00:00
@yadithvaldez @elonmusk  mira   por aca es donde estara tu planta #TeslaNews  pero tu amigo @samuel_garcias  quiere ser presidente del pais ... gracias por informar Yadith ,2023-11-16 19:29:02+00:00
El que pretende ser Presidente no puede ni con su Estado. @samuel_garcias  eres el nino verde de hace 15 anos aguas que te van a salpicar. ,2023-11-16 18:59:23+00:00
"En su eterna pelea contra quienes no se ponen a su disposicion, Samuel Garcia dejo sin sueldo a mas de 7 mil trabajadores en Nuevo Leon.
#SamuelGarcia #NuevoLeon https://t.co/UYGRiFIzm3",2023-11-15 21:01:57+00:00
"Oye @samuel_garcias tanto estuviste jodiendo para ser gobernador y al final dejas botada la chamba 

No vas dividir el voto como tu patron el viejo decrepito @lopezobrador_ te lo ordeno 

Y mucho menos seras presidente de este pais ya no queremos mas payasos  de presidente https://t.co/rZ6p34mD2o",2023-11-16 18:50:01+00:00
"@BerthisBonita @LauraMex @AleCuevasMoran @samuel_garcias El Samuel mintiendo. Y asi quiere ser presidente..., esperen, el presidente miente, por eso esta confiado que cumple los requisitos",2023-11-16 18:32:48+00:00
"No que ayer quedaba??? Pinche berrinchud @samuel_garcias, no tienes ni los cojones para ser gobernador, y quieres ser presidente",2023-11-16 18:31:53+00:00
"Siguen sin recibir su sueldo.
Empleados con mas de veinte anos de servicio refieren que nunca habian vivido una situacion similar.
 https://t.co/AUU54zfMHq",2023-11-16 12:48:34+00:00
@CaprichoMio @samuel_garcias Exactamente enfermo de poder. Le urge un psiquiatra en vez de querer ser el presidente de nuestro pais.,2023-11-16 17:00:50+00:00
@latinus_us Es un klero y quiero ser presidente jajajaja @samuel_garcias,2023-11-16 16:29:34+00:00
@violetamg10078 @catrina_nortena @leozuckermann @Claudiashein @XochitlGalvez @samuel_garcias Siempre lo fueron solamente que hoy. Mi presidente legitimo AMLO les quito la mascara,2023-11-16 16:05:43+00:00
"@PalomaFt73 @samuel_garcias @TEPJF_informa @INEMexico @SCJN @CongresoNL Eso les pasa por andar aparentando que alguien sin estudios es ex alumno suyo 

Yo si se el acuerdo al que llegaron 

Por eso se que el ITESM tiene en gran medida culpa de que el torpe ese se crea capaz de ser Presidente

No tomaron en cuenta, que los locos se creen sus mentiras",2023-11-16 15:53:33+00:00
@vogel_edna85291 @samuel_garcias ?Que tal? Y aspira a ser presidente.,2023-11-16 15:52:38+00:00
@The_Master85 @aidafarahv @samuel_garcias Aunque algunas de esas  caracteristicas tambien le quedan a su Companero Presidente.,2023-11-16 15:41:37+00:00
@samuel_garcias @CiroGomezL Nunca seras presidente tu no eres mas que un pinche payaso de internet ademas de vividor puto parasito,2023-11-16 15:41:06+00:00
"@samuel_garcias @CiroGomezL este pequeno dictador mequetrefe cree descubre el hilo negro si deja a nuevo leon a menos de la mitad que pasaria si fuera presidente? solo seria 2 anos y despues serian el y su ambiciosa esposa los nuevos Maximiliano y carlota, la pareja imperial o en nuevo FOX Y MARTHA?",2023-11-16 15:24:19+00:00
Para eso quieres ser Presidente ??? el ojete de @samuel_garcias  NINGUN VOTO A @MovCiudadanoMX  FUERAAAA!!!!,2023-11-16 15:20:18+00:00
"Samuel Garcia detiene las quincenas de siete mil trabajadores en Nuevo Leon.

https://t.co/O6PZ3Lm6dR",2023-11-16 13:15:00+00:00
"@samuel_garcias @CiroGomezL Sobre todo eres buenisimo para mentir, ya puedes ser presidente,  cumples con el perfil que el pueblo bueno necesita , un mitomano",2023-11-16 15:07:49+00:00
@samuel_garcias para esto quieres ser presidente? No tienes madre,2023-11-16 15:04:20+00:00
"A 16 dias de que Samuel Garcia (@samuel_garcias) deje su cargo como gobernador de Nuevo Leon, sigue la incertidumbre sobre quien lo sustituira.  El presidente del congreso estatal, Mauro Guerra (@MauroGuerraNL), nos da cierta luz al respecto. 

https://t.co/r1uG2NLf2J",2023-11-16 15:03:38+00:00
"@Nina_Olmos @samuel_garcias Sip, te lo imaginas de presidente? ",2023-11-16 14:58:21+00:00
"@DanteDelgado @MovCiudadanoMX ""Yo, el NUEVO NUEVO PEON, ordene q mis empleados estatales solo recibieran el 50% de lo q les corresponde... por respondones! Imaginense lo q haria si fuera Presidente de Mexico, ajua!"" @samuel_garcias @marianardzcantu @CiroGomezL @azucenau @MovCiudadanoMX @XochitlGalvez https://t.co/c1QC0endf1",2023-11-16 14:52:11+00:00
"@lopezdoriga Pero el idiota de @samuel_garcias preocupado por ser el peor candidato a presidente. Todo se paga y ahora que ya tiene familia, lo sabra el idiota de Samuel.",2023-11-16 14:46:49+00:00
@analucia_medina @samuel_garcias Y hace lo mismo con el.tema del agua. Municipio que no este con su partido le cortan el agua cuando se les da la gana. Eso quieren de Presidente? Ya con el que esta en PN es suficiente.,2023-11-16 14:29:51+00:00
"a @lopezobrador_  le funcionaron las mentiras, gritos, otros datos, fanfarroneria, voz alta, ridiculez, ignorancia, y vejez. (es el presidente mas viejo de la historia de Mexico), yo sere el mas joven de la historia a mi, ?xq no?:
           @samuel_garcias https://t.co/wzJUZrmoH1",2023-11-16 14:24:48+00:00
@benoitrdz @The_Master85 @samuel_garcias Falta que el presidente le de su sombrerazo a Norona pa que se calle el oh si co ,2023-11-16 14:17:09+00:00
"@samuel_garcias @CiroGomezL Ni suenes que llegaras a presidente y lo sabes bien , pero cuando regreses de tu licencia perderas tanta credibilidad que sepultaras tu carrera politica , resultaste igual de ocicon que tu presidente asi como los politicos que criticas",2023-11-16 14:13:57+00:00
@samuel_garcias pretende ser presidente por MC y castiga de esta manera a quienes no cumplen con sus caprichos.,2023-11-16 13:38:16+00:00
@lopezdoriga @samuel_garcias ponte a jalar y paga los sueldos. ?Y asi quieres ser presidente? Cumple con tu palabra y deja de distraerte en suenos guajiros. #SamuelPagameMiSalario,2023-11-16 13:30:33+00:00
"#EntrevistaMVS | #AlAire por el 102.5 FM, @MVStvOficial y https://t.co/umX8q8nivF: Mauro Guerra (@MauroGuerraNL), Presidente del @CongresoNL, habla en #LaPrimeradeMVS sobre la orden del @TEPJF_informa para designar a un gobernador interino para sustituir a @samuel_garcias https://t.co/ZhnbsKYBAK",2023-11-16 13:26:34+00:00
@Amadoelquelolea @samuel_garcias Diantre de muchacho p..........jo y mas quien pudiera ver eso comoa presidente ni siquiera se puede ver como politico serio mucho menos como presidente da pena la actualidad de nuestro pais que tristeza,2023-11-16 13:25:43+00:00
"@samuel_garcias @CiroGomezL Estuvo mejor el bronco, das pena y nunca seras Presidente y esperamos que no regreses a N. L., que se haga un consulta ciudadana para que no regreses",2023-11-16 13:15:13+00:00
"@GlodeJo07 El caracter infantil y la forma de proceder de @samuel_garcias , me recuerda a la del macuspano, imagine lo de presidente de la Republica, haria loismo que Santa Ana o peor. Y con su vocecita de delincuente que se carga....",2023-11-16 13:05:34+00:00
"@YasItalian @samuel_garcias Asi como prometio que no se iba a distraer y NO lo cumplio, asi no va a cumplir todo lo que les prometa si lo eligen (sueno guajiro) como presidente.",2023-11-16 12:50:30+00:00
@OSWALDORIOSM @samuel_garcias  no manera weii y si va a ser el mayor ridiculo politico en vez de dejar un buen sexenio y resultado a Nuevo Leon y tu resultado sera el apoyo para presidente y te gano la ambicion y perderas y Mty ya no creara en ti y hundiras tu carrera politica,2023-11-16 11:30:37+00:00
"@lopezdoriga @samuel_garcias, Esta frito no hizo nada en NL en dos anos, solo se dedico a ch... y ahirs quiere ser presidente? Obvio no solo le estan pagando con impunidad para su familia, por hacerle el caldo gordo al PG pero le va a fallar.",2023-11-16 10:48:17+00:00
"@almayucateca1 @EVerastegui @XochitlGalvez @samuel_garcias Xochitl Galvez
Es nuestra presidente",2023-11-16 08:28:50+00:00
"@Amadoelquelolea @samuel_garcias Nadie quiere de presidente a un irresponsable, que no tiene palabra y mentiroso. Ni un voto a morena y MC.",2023-11-16 08:07:30+00:00
@Radio_Formula @samuel_garcias Solo por debajo del presidente de la India no me digas!!!,2023-11-16 08:04:20+00:00
"@luzg2011_ana @PRI_Nacional @samuel_garcias Pero cuando pasaron a Morena todos sus pecados fueron perdonados por el grandisimo presidente y su pasado fue olvidado, todos los politicos y partidos son una Mierda, se ocupa que el pueblo los saque.",2023-11-16 07:57:10+00:00
@samuel_garcias @CiroGomezL Presidente!,2023-11-16 07:19:24+00:00
"@GlodeJo07 Este HDSPM @samuel_garcias Jaras cualquier cosa para ganarse la gracia de su nuevo patron el Kks, su meta es quitarle votos a Xochitl y recibir su premio pues solo un id107a como el cree que pudiera ser presidente",2023-11-16 06:19:17+00:00
"@samuel_garcias Pobre arrastrado vende patria, ni tu te lo crees y si tienes muchos huevos di la verdad que @MovCiudadanoMX esta solamente para hacerle el caldo gordo al presidente y mugrena.",2023-11-16 06:15:04+00:00
"@Amadoelquelolea @samuel_garcias Este jeton es peor de pendejo y pusilanime que su patron, el de palacio nacional y asi quiere gobernar el pais. Como vieron que un burro llego, ya cualquier pelagatos se postula para presidente!!!!",2023-11-16 05:50:23+00:00
"@samuel_garcias @CiroGomezL ""Asi lo dijimos""
?Quienes pendejo @samuel_garcias ?
Tu y las voces que oyes dentro de tu cabeza?
Tu y tu pinche complejo de rey?
Tu y el infeliz y minusculo presidente?

Vete a la mierda miserable.",2023-11-16 05:36:30+00:00
"Se imaginan a este tipo @samuel_garcias, que lo manejan como un titere a su antojo su partido y morena, que pueda ser buen presidente? Que bajo has caido Samuelito",2023-11-16 05:28:46+00:00
"!QUE PINCHE MADRAZO LE PONE @SAMUEL_GARCIAS A @SAMUEL_GARCIAS! 

*Lo regreso a San Pedro del santo madrazo. NI UN VOTO A ANDRES SAMUEL. https://t.co/gpOuJLqU8Q",2023-11-15 13:19:13+00:00
Eh pinch mentiros @samuel_garcias alli esta el metro que ya habian acabado de darle mantenimiento ya un ano y asi quieres ser presidente en #Mexico #NL #MtyFollow vete con los chilangos y no vuelvas por que ni transporte ni seguirdad no hay nada en tu mandato puras mentiras !!,2023-11-16 05:28:15+00:00
"MIRA NADA MAS!!! Bienvenidas preciosas al ""nuevo"" Nuevo Leon  https://t.co/QyEjeaoZMI",2023-11-16 04:20:05+00:00
"#Mexico enterada del esquirol de #CobardeMatoncito @samuel_garcias que simplemente dejo sin pagar a los empleados de Nuevo Leon.

Y quiere ser presidente... https://t.co/rjDXiIxpHw",2023-11-16 04:38:01+00:00
@Amadoelquelolea @samuel_garcias Este tipo es un esquirol comparsa de el peor presidente que a tenido Mexico,2023-11-16 04:28:11+00:00
@TendenciaPN @Claudiashein @XochitlGalvez @samuel_garcias @EVerastegui Xochitl ganara y sera la proxima Presidente de Mexico,2023-11-16 04:26:59+00:00
@samuel_garcias @CiroGomezL El mismo discurso estupido que pregona el presidente bananero! Busca otra forma de enganar al pueblo ignorante!,2023-11-16 03:56:54+00:00
@alvaro_delgado @ClaudioXGG @samuel_garcias @MovCiudadanoMX @XochitlGalvez El hecho es que es un esquirol sembrado por el temeroso presidente,2023-11-16 03:40:54+00:00
@SocCivilMx @samuel_garcias tambien eres una perra del presidente sammy?,2023-11-16 03:39:27+00:00
@Amadoelquelolea @samuel_garcias El presidente lo ha apoyado en todo. Los enemigos son el PRIAN y tanto Morenistas como MCistas lo sabemos. Punto.,2023-11-16 03:15:08+00:00
"@samuel_garcias Pues si la gente voto para que Gobernara Nuevo Leon y no despues quisiera postularse para presidente y dejar a Nuevo Leon tirado , como que no es muy confiable lo que Ud esta diciendo .",2023-11-16 03:14:07+00:00
"@AristeguiOnline . Y asi quiere ser presidente este imbecil, @samuel_garcias.",2023-11-16 03:05:08+00:00
"Por mamon te estas perdiendo un monton de sabiduria de @samuel_garcias. Agarrate, y guarda este X, Samuel Garcia, un dia, si va a ser presidente:  https://t.co/Y5cYxvn0ZT https://t.co/3GD7Gajr0I",2023-11-16 03:00:03+00:00
@samuel_garcias Vote por ti pero no votaria para presidente. Te falta mucho camino y ya te estas atragantando con un pedazo de pastel.,2023-11-16 02:59:57+00:00
Algun pronunciamiento de @MovCiudadanoMX @DanteDelgado @AlvarezMaynez o @samuel_garcias respecto a la terna enviada por el presidente a la SCJN o les reganan en Palacio ? @SocCivilMx @ComiteFAM @ferbelaunzaran @FCN_mx,2023-11-16 02:49:17+00:00
"@KalEl7612 @GlodeJo07 @samuel_garcias ?Que sera capaz de hacerle a la nina con tal de ganar votos? Todo lo ve como marketing, hay que estar muy atentos. Ese junior narcisista esta obsesionado con ser presidente. No se da cuenta de sus muy graves limitaciones culturales e intelectuales.",2023-11-16 02:39:36+00:00
@samuel_garcias @CiroGomezL Pinche wey paga los sueldos que debes en vez de andar de mitotero que quieres ser presidente.,2023-11-16 02:38:31+00:00
"@PRI_Nacional @samuel_garcias Vease como usan a una institucion (PRI) para aventarse contra un aspirante a Presidente, ?Que pasaria si gobernara el PRI? !Aaah! !Ya sabemos!",2023-11-16 02:24:27+00:00
