content,fecha_publicacion
Totalmente de acuerdo; @samuel_garcias esta demostrando ser un mentiroso falto de palabra y manejable como titere. No tiene capacidad para ser presidente de Mexico.,2023-11-23 12:15:29+00:00
"""Xochitl se lanzo a la Presidencia sin titubeos. Samuel lo hizo enganando: aseguro mas veces de las que quisiera recordar que seria 'gobernador por seis anos' y no buscaria 'ser candidato en 2024'. Xochitl va a contracorriente. Samuel, en nado sincronizado con la 4T. El objetivo de Xochitl es alcanzar a la puntera, Claudia Sheinbaum. El de Samuel, ir por Xochitl para hacerle un favor a la candidata de Morena. Uno y otro son muy distintos. Tambien tienen objetivos diferentes. Una quiere ganar. El otro, esta en la contienda disfrazado de opositor para hacerla perder y congraciarse con la 4T."" Manuel Lopez San Martin",2023-11-22 16:59:56+00:00
"@samuel_garcias Presidente, le mando mi direccion y me regala una sudadera naranja?",2023-11-23 11:59:44+00:00
"@CarlosLoret @XochitlGalvez @Claudiashein @samuel_garcias @chavacanamayor @latinus_us Jajja mentira, arriba la 4 T arriba Claudia a la vrg  del PRIAN, AMLO el mejor presidente de la historia, ",2023-11-23 11:14:17+00:00
"@samuel_garcias @chavacanamayor El rey de las visualizaciones! Estas arrasando samuel, bien ahi, el presidente mas joven a huevo, eso es lo que se necesita ",2023-11-23 10:51:04+00:00
"@samuel_garcias @chavacanamayor Lo mismo de amlo, viven de la popularidad, sr. presidente, que opina de la masacre en Tamaulipas?

Mariana: somos el
Primer lugar en redes sociales, tenemos mas vistas en Instagram y tik tok. Ahi pueden ver mi video donde se les explica y la gente contenta.
Siguiente pregunta..",2023-11-23 10:38:57+00:00
"@samuel_garcias @chavacanamayor Imaginate,  llegas a ser presidente y vas a andar de viaje prestando a tu esposa y tu bajandote el pantalon con tal que te hagan caso, ir a eventos privados presumiendo que fuiste invitado cuando no es asi jajajajaja nambe asi dejalo",2023-11-23 10:31:19+00:00
"@samuel_garcias @chavacanamayor Cualquier tiktoker medianamente viral podria ser presidente!!!???

No Mmar!!!!",2023-11-23 10:12:35+00:00
"@samuel_garcias @chavacanamayor El que se siente ganador eres tu Samuel, tu arrogancia, inmadurez, falta de honor e hipocresia...te llevaran al fracaso politico ! Y tanto que te admirabas del Bronco y exhibias al ""presidente"" y tu - estas peor ,  primero aprende a caminar  -  antes de correr ",2023-11-23 08:14:19+00:00
"@JSPValencia @MDesamaniego @samuel_garcias La primera presa Cuchillo fue con Socrates Rizzo como Gobernador y Salinas como Presidente. Muy dependiente hacia Tamaulipas y USA. Este es un segundo proyecto, seguro muy bueno, y saldra bien. El ""problema"" es que Samuel depende del apoyo federal. y aun no esta terminado.",2023-11-23 06:41:37+00:00
"@samuel_garcias @chavacanamayor Desde Pena Nieto cualquier imbecil puede ser presidente, echele ganas y quizas ganes",2023-11-23 06:30:40+00:00
@AlvarezMaynez @samuel_garcias @marianardzcant Ese narco whitexican machista nunca sera presidente,2023-11-23 06:21:45+00:00
"@DanteDelgado @samuel_garcias @MovCiudadanoMX Ya callate esquirol al servicio de la kk de presidente..., eso es lo que eres",2023-11-23 06:09:38+00:00
@samuel_garcias @chavacanamayor Si ya eres presidente de Nuevo Leon,2023-11-23 06:08:07+00:00
@ryo_hermoso 3- @samuel_garcias considero que hace falta un presidente joven,2023-11-23 06:06:23+00:00
"@samuel_garcias @chavacanamayor Yo tengo 20 millones de impresiones en los ultimos 3 meses solo en twitter, ?ya soy presidente de Mexico?",2023-11-23 06:04:53+00:00
"@davesilva89 @samuel_garcias @chavacanamayor Totalmente de acuerdo, el primero es un Narconino jugando a ser presidente y de las otras 2 candidatas mejor ni hablar, lamentablemente situacion para nuestro pais.",2023-11-23 05:55:15+00:00
"@samuel_garcias @chavacanamayor Diganle al punetas.
Q se esta votando por un presidente y no por un tiktokero",2023-11-23 05:50:08+00:00
@samuel_garcias @chavacanamayor El que sean un circo no significa que te queremos de presidente ,2023-11-23 05:40:58+00:00
@Dimitrova_Linda @JoseCardenas1 @samuel_garcias Aqui una bot que quiere que @samuel_garcias sea PRESIDENTE ,2023-11-23 05:38:03+00:00
"@AdrianTorresQro @samuel_garcias @chavacanamayor dime un politico  que genere credibilidad en los ultimos 82 anos?, de empatia no se generan empleos, eso no sirve, de los 3 ninguno es apto para ser presidente",2023-11-23 05:37:35+00:00
"@samuel_garcias @chavacanamayor Mty con tanta contaminacion, no t quiero como presidente!!! ",2023-11-23 05:37:16+00:00
"?Y asi quieres ser presidente, @samuel_garcias?
Lo chingon es que vas a perder y si no publicas los decretos del Congreso, te desafueran y vas para el bote, papa.",2023-11-23 05:33:32+00:00
La #PrimeraSalaSCJN resolvio que el Poder Ejecutivo del estado de Nuevo Leon debe publicar los decretos aprobados por el congreso del estado cuando no exista causa que justifique lo contrario. https://t.co/dHxfWHcGPW https://t.co/Jh1a0KuqIK,2023-11-23 00:30:45+00:00
"Con todoooo mi Futuro Presidente @samuel_garcias 
@MovCiudadanoQro @terecalzada123 @NORA_AMAYA_LL @ilialungo @ArtCalRua @carlosmierm @jorgeluna57 @jorgellamasb @mariaperusquiaf @CesarBotas_R @Caro_FloresC",2023-11-23 05:19:55+00:00
"A los que se sienten ganados 
Seguimos los jovenes.
Por cierto, @chavacanamayor en puro INSTAGRAM 30 millones 

Vamos a GANAR  https://t.co/ULt0M0rKjR",2023-11-23 05:03:05+00:00
"@AlvarJaime @samuel_garcias Te equivocas no todos son de morena de hecho uno de ellos se le puso al tu por tu, y le inventaron delitos y lo estuvieron persiguiendo por que no estuvo de acuerdo con el intento de presidente y es Francisco Garcia Cabeza de Vaca y es del PAN",2023-11-23 05:19:00+00:00
"Es momento de construir un mejor pais, viene lo NUEVO con @samuel_garcias PRESIDENTE 
Mensaje dirigido a militantes y simpatizantes de @MovCiudadanoMX 
@MovCiudadanoQro @NORA_AMAYA_LL @ilialungo @mhsantiesteban @ArtCalRua @jorgeluna57 @Caro_FloresC @terecalzada123 https://t.co/DtTsDDpg0C",2023-11-23 05:16:27+00:00
Se nos va a hacer Nuevo Leon!!!! Jeeeeeeez!!! @samuel_garcias PRESIDENTE!!! ,2023-11-23 05:16:27+00:00
Yo si... https://t.co/jscGSQmXvB,2023-10-31 17:54:55+00:00
@XovenesXingones @samuel_garcias @colosioriojas Luis Donaldo Colosio como Presidente en 2030.,2023-11-23 05:04:05+00:00
"Monclova se pinto de naranja 
.
.
El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/A3vxWBU21d",2023-11-23 05:00:12+00:00
@rudriska @MovCiudadanoMX @samuel_garcias El problema es que no tiene edad legal para ser presidente (35 anos),2023-11-23 04:45:42+00:00
"@AlvarezMaynez @samuel_garcias Samuel no ha dejado de hacer campana, sus anuncios en Facebook son un mal permanente. Le va a pasar igual que al Bronco, se le acabo su carrera politica con esta pndjada de querer ser presidente con el desmadre que tiene en Nuevo Leon.",2023-11-23 04:38:47+00:00
"@samuel_garcias @chavacanamayor Con Tesla ,al menos en Mexico no vas a transitar mas de 500 kilometros y asi como que hay muchos cargadores en Mexico, no creo,a la mejor llegas a las ciudades FIFIS,algo que detesta tu protector,alias don CACASH. 
Pd. CTPMDRE marioneto....nunca vas a ser presidente de Mexico.",2023-11-23 04:37:32+00:00
@Chertorivski @chavacanamayor @samuel_garcias Lo unico que hace es dividir es el encargo del presidente y Dante siempre ha jugado eso,2023-11-23 04:35:32+00:00
@LBallesterosM @samuel_garcias @AlvarezMaynez @DanteDelgado @Chertorivski @VeroDelgadilloG @MartinVivanco @Braulio_Lom @PanchoFrancoS Bienvenido el nuevo presidente de las redes sociales. Jajaja https://t.co/KeBrJRUi61,2023-11-23 04:23:27+00:00
"@AlvarezMaynez @samuel_garcias @metis12 @JZavalaGt @PanchoFrancoS @isaacbarrios @MovCiudadanoMX @chavacanamayor Gente PUNETAS como tu y Samuel hay en todo Mexico,para muestra el presidente que tenemos hoy,ojala esa gente pendeja hay aprendido de su error y no se apendeje otra vez",2023-11-23 04:22:29+00:00
@samuel_garcias @chavacanamayor Me encanta como tu candidatura se trata de Mariana jajajaja casi te va a salir ser presidente a costas de tu esposa,2023-11-23 04:15:51+00:00
"Manana nos vemos en Matamoros, aca ya estamos listos para recibir al proximo presidente de Mexico  

Listos para construir un #NuevoMexico con @samuel_garcias https://t.co/YqO3wyMJH5",2023-11-23 04:11:39+00:00
"@cesarmty @chavacanamayor @samuel_garcias Esos dos personajes son unas marionetas de MORENA y del presidente.
Eso que ves es un montaje.
Pobres P E N D E J O S",2023-11-23 04:01:41+00:00
"La ola naranja se desbordo en las calles de Monclova 
.
.
El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/NnNN87SWg4",2023-11-23 04:00:04+00:00
@samuel_garcias @chavacanamayor Que verguenza de tipo seria otro remedo de presidente ni un voto a este pega calcas,2023-11-23 03:54:32+00:00
"@ClickDgo @samuel_garcias @chavacanamayor ?Podrias sacar una estadistica de las edades de votantes d la eleccion del 2012? en ese tiempo se dio algo similar por el ""carisma"" del presidente y su amor de novela, hoy los ""nuevos jovenes"" van a apostar por las RS de moda nuevamente, en el que la pareja de NL, le sabe mover.",2023-11-23 03:47:53+00:00
"Pero sigan creyendo en ""politicos""... @samuel_garcias  miente como el mismo presidente asi la escuelita de Dante delgado MC=Morena #NiUnVotoAMorenaYMC2024 https://t.co/JlIfxpp0Pn",2023-11-23 03:38:01+00:00
"Sin importar quien o de que partido sea el proximo presidente de Mexico, espero ansiosamente que no se le olviden las personas con #discapacidad y sus cuidadores. 
No queremos solo becas. 

@Xochitl2024 @Claudiashein 
@samuel_garcias",2023-11-23 03:34:15+00:00
@Elizabe97472369 @samuel_garcias Presidente Samuel !!!,2023-11-23 03:32:58+00:00
@FranciscoBurgoa @samuel_garcias Ya alguien mas o menos con este perfil...hasta se nombro presidente de Mexico...cuando perdio las elecciones ...ya es frecuente que se trate de vulnerar a la constitucion...,2023-11-23 03:25:34+00:00
"@LauraUlloa_CUN @SamuelGarciaCOM Insensatos,inmaduros ,Tik Tokeros,faltos de todo tipo de madurez @samuel_garcias mitomano se comprometio a trabajar por su estado seis anos y no renunciar, los grandes problemas de su estado se los resolvio AMLO,de chiste pensarlo como presidente.",2023-11-23 03:08:04+00:00
@FranciscoBurgoa @eunice2830 @samuel_garcias @samuel_garcias ?no tienes capacidad de respuesta y aun asi quieres ser presidente?,2023-11-23 03:07:36+00:00
"El pueblo manda aun saliendo de gobernador solo es porpoganda no esta abandonando a @samuel_garcias osea moviento ciudadano aun que que saliendo del sexeno te los ferales te dentran pero en las casillas estaran y es obvio que la ley del voto manda y sera presidente.m
0 traicion",2023-11-23 03:05:42+00:00
"@cesarmty @chavacanamayor @samuel_garcias Si, hacia ella, eso no se convierte en Votos a Samuel, habra quienes ni se enteren que el es candidato a Presidente.",2023-11-23 03:03:39+00:00
"@FloresBenavid !Ya leiste INUTIL @samuel_garcias !
Y no te vayas a bajar de la candidatura, porque ya sabes lo que te espera por parte del REMEDO DE PRESIDENTE @lopezo",2023-11-23 02:57:06+00:00
"@samuel_garcias @chavacanamayor Eres un pendejo y hay que estar mucho mas pendejo que tu para votar por ti.

No has hecho nada bueno por Nuevo Leon un estado muy fuerte economicamente asi que no creo que puedas con todo el pais es mas ni te imagino ni seras presidente y tampoco robaras puntos a Xochitl.

!Puto!",2023-11-23 02:51:14+00:00
"@samuel_garcias Que risa me da ver que ni un anuncio, ni una foto dejas de salir en ella con tu vieja, que serias tu sin ella pinche matraquero, solo otro lame wuebos de la mierda de presidente",2023-11-23 02:36:27+00:00
"@Fifirulais3030 @guiller04794431 Circula en las redes mi estimados LAMEGUEVOS DEL BIENESTAR @epigmenioibarra y @Samuel_Garcias
Besitos.
@PartidoMorenaMx 
Tambien para ti REMEDO DE PRESIDENTE @lopezobrador_",2023-11-23 02:33:41+00:00
@samuel_garcias @chavacanamayor Duda. Porque maneja ella? Deberias ser tu.. aun asi eres el futuro presidente,2023-11-23 02:32:22+00:00
"@samuel_garcias @chavacanamayor Las energias verdes y limpias no son solo manejar un Tesla Samuel, y suponiendo que tu sueno de convertirte en presidente 24-30 se hiciera realidad, dudo que en 6 anos ganes la apuesta del nuevo Mexico.
Mejor sigue sonando, estas muy verde todavia.",2023-11-23 02:24:35+00:00
@samuel_garcias te recomiendo acercarte con el Presidente mas liberal de nuestra America; un simbolo muy fuerte seria el que te invite a su toma de posesion presidencial.,2023-11-23 02:19:10+00:00
@samuel_garcias Esto quiere ser presidente ,2023-11-23 02:13:24+00:00
"@samuel_garcias Gracias querido amigo y Futuro Presidente. Lo Nuevo es pensar en lograr, como nos has demostrado, hacer las cosas bien y mejor, desterrar el pasado podrido y a los oportunistas y corruptos. Animo!! Sonemos con un Presidente Joven e Imparable. Logremos lo Nuevo con @samuel_garcias",2023-11-23 02:07:03+00:00
"@elnorte @samuel_garcias El  98% de la poblacion en Nuevo Leon apoya a Samuel

Para a que se vaya al rancho del presidente https://t.co/chsAUXUB7Q",2023-11-23 02:01:55+00:00
@samuel_garcias @chavacanamayor Creo que si la harias siendo presidente... pero de tu cuadra ,2023-11-23 01:59:17+00:00
"@santiago4kd @samuel_garcias @IndiraKempis Mi querido Santiago....siempre he admirado tu  labor periodistica, y estoy de acuerdo con tu argumento sobre Samuel, pero como es posible que festejes el triunfo de un Nazi como presidente de tu pais, tantita conciencia.",2023-11-23 01:50:50+00:00
"Abogado y doctor @samuel_garcias, gobernador de Nuevo Leon:

?Pretende ser presidente de Mexico, pero da muestras de desconocer el orden constitucional federal y local? o, peor aun:

Si conoce, pero ?quiere imponer su voluntad a como de lugar sin respetar la Constitucion? Tiene que intervenir la Corte para decirle que cumpla con su obligacion de publicar un Decreto dato el ""veto de bolsillo"" que aplico.

Por otra parte, ?insistira en que se use la fuerza publica para imponer al secretario general de gobierno como encargado de Despacho de los asuntos del Poder Ejecutivo del Estado de NL, a partir del 2 de diciembre? Porque ya hay notas que aseguran que asi sera.

A partir de esa fecha, el @CongresoNL tiene la facultad para nombrar al gobernador interino que cumpla con los requisitos constitucionales.

Este no es un asunto local es nacional porque hablamos de la salvaguarda de nuestra Constitucion, la division de poderes y el federalismo.",2023-11-23 01:47:52+00:00
La #PrimeraSalaSCJN resolvio que el Poder Ejecutivo del estado de Nuevo Leon debe publicar los decretos aprobados por el congreso del estado cuando no exista causa que justifique lo contrario. https://t.co/dHxfWHcGPW https://t.co/Jh1a0KuqIK,2023-11-23 00:30:45+00:00
@samuel_garcias Pues no que yo solo le voy a tirar a Morena? Estas haciendo muy bien el trabajo que el presidente te mando. Sigue asi y te van a cerrar la carpeta de investigacion,2023-11-23 01:45:34+00:00
"@PabloLemusN @samuel_garcias @MovCiudadanoMX Vamos con todo sr presidente Lemus
#CuidamosloQueQueremos",2023-11-23 01:45:13+00:00
"@DanteDelgado @samuel_garcias @MovCiudadanoMX MAESTRO LIMPIO !!! NO MAME !! ESE CABRON NUNCA TERMINA LO QUE EMPIEZA, SE FUE DEL SENADO A GOBER, Y NO TENGA MADRE, NI SIQUIERA 2 ANOS Y EL HUEVON YA QUIERE SE PRESIDENTE !!  YA NO SE LUSTRE LA PELONA !!!",2023-11-23 01:38:05+00:00
"Prefiero un presidente que ande en Tesla, que en un Aveo. @samuel_garcias",2023-11-23 01:32:12+00:00
"@The_Master85 @samuel_garcias En caso de que el Nuevo @nuevoleon haga su cagadero, a que autoridad se va a poder acudir? Pamanes y Navarro esta violando la constitucion eso es delito o mientras el otro le pega a jugar ser Presidente, NL tiene que pegar un golpe de estado para destituirlos?",2023-11-23 01:28:46+00:00
"No soy mexicano, sin embargo, espero que @samuel_garcias sea el nuevo presidente.",2023-11-23 01:27:44+00:00
"Ya es un hecho, la proxima presidencia de Mexico se definira entre Claudia Sheinbaum, Samuel Garcia y Xochitl Galvez, una de estas personas sera la encargada del futuro del pais. https://t.co/YQ1Ldz3iGS",2023-11-21 01:23:07+00:00
"@samuel_garcias Que buen vocabulario tienes y asi quieres ser presidente, si eres un misogino",2023-11-23 01:27:22+00:00
"@AlvarezMaynez @samuel_garcias @chavacanamayor @MovCiudadanoMX @JZavalaGt La estupidez de la politica, un cuate incompetente que quiere ser presidente",2023-11-23 01:24:30+00:00
"@angelcharlsmty @SSeguridadNL @GerardoPamanes7 @FuerzaCivil_NL @javier_navarrov y el juez de Reynosa que? Si es tema estatal no Federal, seguimos violando la constitucion @MovCiudadanoMX y asi quieren que el tirano de @samuel_garcias sea presidente ",2023-11-23 01:21:01+00:00
"@AlvarezMaynez @samuel_garcias @chavacanamayor Recuerden que Dante Delgado el presidente de Movimiento Ciudadano y jefe de Samuel, es 1 ex-priista casi 30 anos militante en ese partido. Salinas de Gortari lo mando a Italia de embajador. Asi que ""aires nuevos..."".",2023-11-23 01:15:16+00:00
"este si es Presidente y no chingaderas!! a ver si aprendes algo, @lopezobrador_ y los que vienen @samuel_garcias  @Claudiashein @XochitlGalvez",2023-11-23 01:14:20+00:00
Votamos con la mayoria de los paises del mundo a poner un impuesto global a las multinacionales.,2023-11-22 20:42:20+00:00
"@jabonazzo inche cara de mingitorio @samuel_garcias es mas factible que Mexico gane el mundial de futbol, antes de que este provinciano sea presidente de Mexico va alv junto con @chavacanamayor",2023-11-23 00:55:59+00:00
"@Claudiashein @Xochitl2024 @samuel_garcias 
Vamos a tener que elegir entre uno de estos 3 para presidente.
Estamos jodidos. https://t.co/Ach9ajHyyB",2023-11-23 00:32:35+00:00
"@cesarmty @samuel_garcias @SCJN @CongresoNL @FiscaliaNL El aspirante a dictadorcito.

Es otro Lopez, ahi para los que lo quieren de presidente.

#NiUnVotoAMorenaYMC2024",2023-11-23 00:30:07+00:00
@sofiacastrog @samuel_garcias @AlvarezMaynez @MovCiudadanoMX @MorrasChilangas @DanteDelgado @AlamilloBenja @isaacbarrios Poner calcas woowww que novedad  HDP  no puedo con nuevo leon y quiere ser presidente el ,2023-11-23 00:25:32+00:00
"@DanteDelgado @samuel_garcias En realidad la persona q gano su eleccion a gobernador fue Mariana su esposa, no el. Que la vdd ella deberia de ser la candidata a presidente. Sabe mas q Samuel y se nota.",2023-11-23 00:20:09+00:00
"Hasta el momento y sin tener competencia aun, el virtual presidente de Mexico seria: @samuel_garcias 

Por primera vez, Mexico tendria un presidente regiomontano (democraticamente)

Su unico rival politico podria ser: @EVerastegui 

Mexico no quiere a las 2 senoras: PAN y LGBTI",2023-11-23 00:16:37+00:00
@Feri_saud @SocCivilMx Jajajjajaja @samuel_garcias es un  y un titere de @lopezobrador_ solo los mentechiquita apoyan a quien le lame los al presidente no puede con un estado y menos con un congreso al cual compro la mitad imaginate contra el senado o la camara de diputados https://t.co/1RgVPTP1py,2023-11-23 00:14:48+00:00
@samuel_garcias @chavacanamayor Con esto nos queda claro que eres imbecil. La calidad del aire esta terrible en Nuevo Leon.  Ponte a arreglar tu estado en vez de estar jugando a ser presidente idiota,2023-11-23 00:04:32+00:00
"@benitoparra @lopezobrador_ @samuel_garcias El presidente u el segundo lugar en nas elecciones , la sra x de risa de puerquito enfermo eso si es patetico",2023-11-22 23:53:36+00:00
"!Ay JALISCO, no te rajes! !Me va a dar mucho gusto verlos el sabado! Compadre @PabloLemusN, ve sacando las botas y el sombrero. 
.
.
El precandidato unico a Presidente. Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/GUi03itMlO",2023-11-22 23:38:59+00:00
@samuel_garcias @chavacanamayor Hola  Joven Samuel que padre que siguiera como presidente es muy cierto lo que no hicieron en muchisimo tiempo hoy lo esta haciendo muchas BENDICIINES donde anden  DIOS los cuide.,2023-11-22 23:02:53+00:00
@samuel_garcias @chavacanamayor Este nino rico sin su esposa no seria nada...ni gobernador....menos presidente,2023-11-22 22:23:13+00:00
"@santiago4kd @samuel_garcias @IndiraKempis Igual que el bronco, si hubieran tenido paciencia y de verdad haber hecho un gobierno historico, prospero y positivo de 6 anos en nuevo Leon, cuando se hubieran postulado a presidente, arrollaban y no quedar como el perro de las 2 tortas, sin presidencia y con odio en su regreso",2023-11-22 22:15:56+00:00
"@samuel_garcias @chavacanamayor Nada profesional, todo un chavo ruco, jugando al adulto y al presidente de colonia no mmen pnches ridculos.",2023-11-22 22:12:30+00:00
@cesarmty @Carolin74721482 @samuel_garcias @SCJN @CongresoNL @FiscaliaNL NL todo amolado pero el nino naranja en un tesla de 2 millones eso quieres de presidente un punetas @samuel_garcias,2023-11-22 22:08:46+00:00
"@JoseLop17273090 @seekgodandlive @eduuardoogr @Claudiashein @XochitlGalvez @samuel_garcias Asi es, si considera que Xochitl no es la mejor, esta bien, pero piensen que es la unica con la que se garantiza seguir viviendo un una Republica y seguir pudiendo elegir presidente cada 6 anos. La abstencion favorece al regimen autoritario actual .",2023-11-22 22:00:44+00:00
"@samuel_garcias @chavacanamayor Supones que todo Mexico tiene un Tesla ? Derramas ignorancia , nunca seras presidente a pesar del cobijo de Mariana .",2023-11-22 22:00:05+00:00
"@samuel_garcias El nuevo, o sea que eres capaz de cambiar lo que sea con tal de ser presidente. Ya lo estas demostrando.",2023-11-22 21:47:24+00:00
@SalimosDelPacto @samuel_garcias Jajajaja asi es la del proximo presidente,2023-11-22 21:39:05+00:00
@NachoRgz @samuel_garcias Si Samuel fuera presidente no dudaria en entregar el litio a Tesla,2023-11-22 21:28:10+00:00
@samuel_garcias @chavacanamayor Por un pais donde nuestro presidente no piense que las energias renovables son feas #fuera4T,2023-11-22 21:25:37+00:00
"@samuel_garcias @chavacanamayor En serio le pido revisar eso de ""mensaje dirigido a..."" si llega a ser presidente, ?acaso le va a hablar solo la los que votaron por usted? Tiene 3 doctorados, haga uso de lo aprendido. Por favor.",2023-11-22 21:20:23+00:00
"@MrFantasticMTY @jesusp2491 @samuel_garcias @XochitlGalvez @Claudiashein Pero es diferente aguantarlo de gobernador a presidente  puede hacer una cagada en el pais y ahi nos afecta a todos. Si claudia es AMLO otra vez, no estamos con madre, pero al menos no estamos como CON EPN ",2023-11-22 21:18:13+00:00
@santiago4kd @Elizoe1985 @samuel_garcias @IndiraKempis Estoy deacuerdo que estan igual todos pero prefiero mil veces un presidente de mi estado porvque en algo tendra que ayudar a nuestro nuevo leon es necesario unirnos para apoyarlo como habitantes de este hermoso estado tanto xochitl como claudia seria una catastrofe,2023-11-22 21:16:48+00:00
"@RicardoBSalinas @EnriqueAlfaroR @DanteDelgado @samuel_garcias @RicardoBSalinas igual nunca me pela (bah, alguna vez me respondio un eficaz ""no"")
Pero en caso de que estes aburrido... que opinion te merece el nuevo presidente de Argentina y como crees que impactaria en el mediano plazo con los procesos que el gobierno de Mexico busca imponer?",2023-11-22 21:11:30+00:00
@samuel_garcias @chavacanamayor Un mocoso inmamable jugando a querer ser presidente ,2023-11-22 21:04:14+00:00
"@samuel_garcias @chavacanamayor Quieres ser presidente y no sueltas ni un ratito a tu mama. Ya sabemos que sin ella no puedes, mejor deja que ella se postule y tu vete a hacer pendejo a otro lado.",2023-11-22 20:52:35+00:00
@samuel_garcias @chavacanamayor Puras criticas para este  que segun y sus chaquetas mentales quiere ser presidente ,2023-11-22 20:52:25+00:00
@The_Master85 @samuel_garcias Y el presidente de que habla ? O de Andres Manuel no diras nada ?,2023-11-22 20:50:25+00:00
"@samuel_garcias @chavacanamayor Solo eres un descerebrado con una megalomania exacerbada y de eso se estan aprovechando @lopezobrador_  y @DanteDelgado  para usarte como instrumento para dividir el voto, ninguno de ellos cree que puedas ser presidente, solo eres el que hace el trabajo sucio",2023-11-22 20:49:26+00:00
@samuel_garcias @chavacanamayor #UnPitoEsUnVoto presidente presidente,2023-11-22 20:47:35+00:00
", ?Por quien votarias para la Presidente de Mexico?
@Claudiashein 
@XochitlGalvez 
@samuel_garcias 

RT PARA LLEGAR A MAS PERSONAS",2023-11-22 20:33:18+00:00
"@NachoRgz @samuel_garcias No le tires mierda imbecil, es el esquirol de tu presidente. @JesusRCuevas: pon orden!! ",2023-11-22 20:28:11+00:00
"@samuel_garcias @chavacanamayor Pedazo de animal ,si en rancho leon la mayoria no tiene ni para ir a un estadio de futbol ,en Estados Unidos pocas veces ves carros electricos y  el presidente de Toyota en su ultima conferencia menciono un fracaso los autoselectricos. Entiende no todos roban como tu y tu esposa",2023-11-22 20:24:30+00:00
"@MaquiaveloPara @XochitlGalvez @samuel_garcias @MovCiudadanoMX Jajaja, como el presidente ya no la menciona, ni quien la pele, trata de llamar la atencion.",2023-11-22 20:19:32+00:00
"@luis1985hdz @isaacbarrios @samuel_garcias @chavacanamayor @MovCiudadanoMX @AlvarezMaynez @JZavalaGt @DanteDelgado @AlamilloBenja @analuciabaduy @PonchoDanao Hay que ponerse a trabajar, los coches no los regalan. 
No esperen que un presidente le ponga coche a todos. ESO NUNCA SE HA VISTO ",2023-11-22 20:10:45+00:00
"@omondra @chavacanamayor @samuel_garcias @XochitlGalvez @Claudiashein La gente si vota asi. Asi fue la eleccion en Monterrey... la popularidad y el trabajo a ras de suelo de Mariana hizo Gobernador a Samuel. Y en una de esas, lo puede hacer hasta Presidente. Precisamente, porque la gente vota asi.",2023-11-22 20:02:41+00:00
PURO @samuel_garcias para presidente!,2023-11-22 19:59:39+00:00
"@samuel_garcias @chavacanamayor Amiga date cuenta, si pudiera empenarte para ser presidente, su hambre de poder no lo haria volver por ti!",2023-11-22 19:50:57+00:00
"@samuel_garcias @chavacanamayor Es neta este post? 

Ya le dijeron que la precampana es para presidente de mexico, no para el Club Campestre??",2023-11-22 19:48:08+00:00
"@ramon0729 @ClaudioXGG @samuel_garcias Si hay muchos enojados, yo pienso que un presidente Regio nos va mejor a que solo de gober, ademas nada que Xochitl solo atiende a Chiapas, no sabemos como sera ella con poder",2023-11-22 19:48:02+00:00
@The_Master85 @elvazleta @samuel_garcias @chavacanamayor Por eso quiere ser presidente Meterse con los 60 hombres mas ricos de Mexico ,2023-11-22 19:37:41+00:00
"No se de politica, solo se que quiero a @samuel_garcias como Presidente. 
#Fosfofosfo",2023-11-22 19:37:22+00:00
"@muriller Ni me los quiero imaginar como presidente a @samuel_garcias no tiene palabra ahorita que es candidato si llegara a ganar menos, tendriamos cada endejada que se le ocurre a la mujer, seguramente todo su gabinete viajando en Tesla, derrochando dinero .",2023-11-22 19:35:37+00:00
"@Petunia_agenteX @ClaudioXGG @samuel_garcias Tambien soy anti Morena, pero este cuate ya se les va sin oportunidad alguna para ser presidente despues de solo 2 anos de servirles y no se lo reclaman, en donde esta la coherencia,",2023-11-22 19:31:35+00:00
"@NachoRgz @samuel_garcias Meco, tu le celebras las ocurrencias al presidente,",2023-11-22 19:29:49+00:00
@samuel_garcias @chavacanamayor En un tesla? Pa cuando termines de recorrer el pais ya tendra presidente jajajaja,2023-11-22 19:26:13+00:00
"@ricardorevilla_ @samuel_garcias @XochitlGalvez Todos los candidatos son malisimos, sera esta la peor terna de candidatos a presidente de los ultimos 50 anos?",2023-11-22 19:25:07+00:00
"@jesusp2491 @samuel_garcias @XochitlGalvez @Claudiashein Todos sabemos @LordMarcoPolo es pagado por samuel, lo ayudo a ser gobernados y ahora presidente. Ya quiero ver las giras a nivel nacional el proximo ano ",2023-11-22 19:24:21+00:00
@samuel_garcias @chavacanamayor Traicionaste a los regios por tu ambicion y por unas rodilleras con el del.palacio No llegaras a presidente pero si tienes la banda de traidor a Nvo Leon,2023-11-22 19:18:40+00:00
"@samuel_garcias @chavacanamayor @samuel_garcias CHTPM, nadie te quiere de presidente, y el que pongas que esta dirigido a simpatizantes es idiotico, porque no tienes",2023-11-22 19:18:10+00:00
"@samuel_garcias @chavacanamayor En Nuevo Leon la calidad del aire esta pesima 
Cuando eras senador y despues en campana prometiste que cambiarias eso moviendo a las cementeras, sin embargo a pesar de que llegaste al poder no hiciste ni madres y despues de dos anos de hacer nada te postulas pa presidente ",2023-11-22 19:13:30+00:00
